ID,Sport,Group,Model2_data,Cohort,Code,Age,Sex,Ethnicity,IAAF,Grade_IRCRA,Exp_yrs,Hrs_Sport,Hrs_Other,Hrs_Total,Other_List,Mass,Stature,SitHeight,ArmSpan,Tibia,TibiaHeight,ForearmL,ForeHand,Biacrom,Biiliac,ForearmC,Triceps,2D,4D,HandLength,HandBreadth,FootLength,FootBreadth,Leg,Arm,Humerus,Femur,Finger,,,,,,,,,,,,,,,,,,,,
AC-057,Climb,ClimbM,No,Non-elite,Cn/m,57,Male,White,,20,40,20,7,27,Hike,77.4,180.25,93.00,182.75,40.85,49.30,29.55,49.45,38.80,30.50,26.35,8.55,7.41,7.82,19.2,8.7,24.7,9.2,87.25,71.98,22.53,37.95,7.61,,,,,,,,,,,,,,,,,,,,
AC-058,Climb,ClimbM,No,Non-elite,Cn/m,25,Male,White,,20,15,14,0,14,NONE,69.1,177.50,93.00,176.75,38.85,47.55,28.15,47.40,35.50,28.10,27.65,12.55,7.10,7.35,18.7,8.1,22.7,8.7,84.50,70.63,23.23,36.95,7.22,,,,,,,,,,,,,,,,,,,,
AC-059,Climb,ClimbF,Yes,Elite,Ce/f,18,Female,White,,25,12,36,0,36,NONE,56.7,160.25,86.25,163.50,34.45,41.60,25.40,43.30,35.80,25.75,25.45,14.90,6.26,6.59,16.8,7.3,21.2,8.5,74.00,63.85,20.55,32.40,6.43,,,,,,,,,,,,,,,,,,,,
AC-060,Climb,ClimbM,No,Non-elite,Cn/m,28,Male,White,,22,10,10,0,10,NONE,69.2,183.00,95.00,184.25,40.65,48.40,29.35,49.40,40.45,28.85,27.40,7.00,6.96,7.28,18.8,8.2,23.1,8.8,88.00,71.90,22.50,39.60,7.12,,,,,,,,,,,,,,,,,,,,
AR-085,Run,RunM,Yes,Elite,Re/m,33,Male,White,785,,10,4,10,14,"Cycle, Swim",67.7,174.75,95.50,179.25,38.00,46.45,28.35,48.50,39.35,28.20,24.35,9.60,7.29,8.09,19.3,8.7,23.9,8.5,79.25,69.95,21.45,32.80,7.69,,,,,,,,,,,,,,,,,,,,
AX-056,Control,ControlF,Yes,NA,X/f,34,Female,Black,,,NA,NA,6,6,"Gym, Yoga",68.2,164.25,83.75,172.00,39.50,45.60,27.50,45.90,38.35,27.55,24.55,22.00,7.09,7.07,18.0,7.6,22.3,8.9,80.50,66.83,20.93,34.90,7.08,,,,,,,,,,,,,,,,,,,,
AR-085.5,Sprint,SprintM,Yes,Elite,RSe/m,53,Male,Mixed,718,,25,20,6,26,Gym,79.6,182.75,96.50,187.75,40.80,48.20,30.20,50.45,42.25,28.60,28.95,5.25,7.59,7.74,19.4,9.1,24.8,9.6,86.25,72.75,22.30,38.05,7.66,,,,,,,,,,,,,,,,,,,,
AR-086,Sprint,SprintM,Yes,Elite,RSe/m,53,Male,Black,710,,28,6,6,12,"Gym, Football",69.1,169.00,86.50,176.75,40.65,47.40,27.20,46.45,41.75,25.40,27.00,8.45,7.04,7.80,18.2,7.7,23.1,9.9,82.50,67.50,21.05,35.10,7.42,,,,,,,,,,,,,,,,,,,,
AR-087,Sprint,SprintF,Yes,Elite,RSe/f,62,Female,Mixed,650,,30,8,0,8,NONE,66.2,167.75,86.75,173.00,38.90,46.30,27.45,46.30,38.65,29.35,24.55,10.55,7.67,7.89,18.5,8.4,24.6,9.3,81.00,67.18,20.88,34.70,7.78,,,,,,,,,,,,,,,,,,,,
AR-088,Run,RunF,No,Non-elite,Rn/f,37,Female,White,611,,20,7.5,2,9.5,"Gym, Swim, Cycle",59.5,166.00,89.00,162.00,37.45,44.15,25.45,43.75,36.45,28.65,22.90,20.55,6.63,7.15,17.3,7.4,22.4,8.9,77.00,62.78,19.03,32.85,6.89,,,,,,,,,,,,,,,,,,,,
AR-089,Run,RunF,Yes,Elite,Re/f,40,Female,White,1042,,30,14,5,19,"Golf, Hike, Cycle",49.7,169.00,92.25,161.00,35.35,43.10,24.80,41.60,35.80,28.00,21.55,6.90,6.87,7.12,17.1,7.8,20.1,8.5,76.75,62.60,21.00,33.65,6.99,,,,,,,,,,,,,,,,,,,,
AR-090,Run,RunF,Yes,Elite,Re/f,41,Female,White,811,,36,4.5,2,6.5,"Cycle, Hike",57.6,175.50,93.50,173.50,38.80,46.70,26.40,46.15,36.70,28.95,23.35,10.20,7.48,7.87,18.9,8.1,23.8,9.2,82.00,68.40,22.25,35.30,7.68,,,,,,,,,,,,,,,,,,,,
AR-091,Run,RunF,Yes,Elite,Re/f,45,Female,White,825,,20,7,2,9,Gym,57.5,168.25,88.25,169.50,36.45,43.00,26.45,44.50,35.20,28.75,22.85,12.80,6.33,6.72,17.1,7.2,20.6,7.9,80.00,67.15,22.65,37.00,6.52,,,,,,,,,,,,,,,,,,,,
AR-092,Run,RunM,Yes,Elite,Re/m,52,Male,White,753,,49,13,0,13,NONE,62.9,174.50,91.75,176.50,39.10,46.25,28.75,47.75,36.00,28.15,25.15,7.45,6.86,7.37,17.9,7.9,22.3,8.3,82.75,70.25,22.50,36.50,7.12,,,,,,,,,,,,,,,,,,,,
AR-093,Sprint,SprintM,Yes,Elite,RSe/m,46,Male,White,683,,35,10,5,15,"Gym, Row, Cycle",73.8,175.00,91.00,181.75,39.00,46.95,28.10,47.90,42.05,28.95,26.70,4.40,6.98,7.59,18.4,8.4,24.7,10.1,84.00,69.85,21.95,37.05,7.28,,,,,,,,,,,,,,,,,,,,
AW-006,Walk,WalkF,Yes,Elite,We/f,46,Female,White,742,,11,4,6,10,"Swim, Cycle, Run",81.6,172.50,93.25,173.50,37.00,44.20,26.05,45.25,39.00,29.85,24.80,29.70,7.38,6.74,18.5,7.7,22.3,8.3,79.25,67.25,22.00,35.05,7.06,,,,,,,,,,,,,,,,,,,,
AW-007,Walk,WalkF,Yes,Elite,We/f,55,Female,White,742,,5,18,9,27,"Run, Swim",52.8,165.50,88.75,167.50,36.35,42.75,25.40,43.65,39.05,27.25,19.40,8.50,6.59,6.33,17.3,7.0,20.6,7.5,76.75,64.23,20.58,34.00,6.46,,,,,,,,,,,,,,,,,,,,
AR-094,Sprint,SprintM,Yes,Elite,RSe/m,46,Male,White,718,,14,6,4,10,"Gym, Walk",84.3,182.50,95.50,184.25,40.45,49.00,30.10,49.80,41.75,29.80,28.10,11.35,7.26,7.56,19.5,9.0,22.6,9.2,87.00,71.25,21.45,38.00,7.41,,,,,,,,,,,,,,,,,,,,
AR-095,Sprint,SprintF,Yes,Elite,RSe/f,52,Female,Black,768,,10,6,3,9,Netball,88.4,175.00,92.50,179.75,40.25,48.30,28.30,47.90,38.95,28.75,28.65,25.30,7.22,8.14,19.3,8.7,24.3,9.6,82.50,70.40,22.50,34.20,7.68,,,,,,,,,,,,,,,,,,,,
AR-096,Sprint,SprintF,Yes,Elite,RSe/f,51,Female,Black,761,,35,15,0,15,NONE,59.2,162.75,85.50,167.25,36.90,43.40,27.40,45.85,36.95,25.40,24.75,8.80,6.82,6.87,17.8,7.8,22.7,9.5,77.25,65.15,19.30,33.85,6.85,,,,,,,,,,,,,,,,,,,,
AR-097,Run,RunF,Yes,Elite,Re/f,50,Female,White,729,,32,7,3,10,Cycle,56.5,156.00,84.25,159.75,34.30,40.45,25.65,42.50,34.55,28.05,21.45,11.50,6.79,6.43,16.3,7.3,21.3,8.4,71.75,62.60,20.10,31.30,6.61,,,,,,,,,,,,,,,,,,,,
AR-098,Sprint,SprintF,Yes,Elite,RSe/f,37,Female,Mixed,870,,11,6,4.5,10.5,"Gym, Cycle",57.9,163.25,85.00,161.50,35.75,42.30,24.10,41.70,36.65,24.85,24.00,9.70,6.77,6.95,17.2,7.6,20.8,8.4,78.25,62.43,20.73,35.95,6.86,,,,,,,,,,,,,,,,,,,,
AR-099,Sprint,SprintF,Yes,Elite,RSe/f,36,Female,White,817,,2,9,0,9,NONE,66.6,169.75,92.75,163.00,36.45,44.00,25.00,42.50,37.85,27.80,24.75,10.80,7.08,7.00,17.5,8.6,20.9,8.6,77.00,62.58,20.08,33.00,7.04,,,,,,,,,,,,,,,,,,,,
AR-100,Run,RunM,Yes,Elite,Re/m,32,Male,White,1016,,15,13,0,13,NONE,66.2,179.00,92.00,185.75,40.20,48.20,28.45,48.65,42.30,26.65,25.25,6.75,7.31,7.39,18.2,7.5,24.5,9.9,87.00,71.73,23.08,38.80,7.35,,,,,,,,,,,,,,,,,,,,
AR-101,Sprint,SprintF,Yes,Elite,RSe/f,24,Female,White,775,,2,9,2,11,Yoga,65.6,177.25,93.00,172.25,41.05,48.00,27.30,45.50,36.45,28.15,23.80,14.55,6.95,7.38,17.7,7.9,21.5,8.3,84.25,67.90,22.40,36.25,7.16,,,,,,,,,,,,,,,,,,,,
AR-102,Run,RunF,Yes,Elite,Re/f,30,Female,White,869,,9,7,5,12,"Cycle, Swim, Gym",58.1,166.50,85.50,170.25,36.70,44.55,25.80,43.85,36.15,27.70,23.00,13.60,6.92,7.11,17.2,7.9,20.4,8.7,81.00,67.05,23.20,36.45,7.01,,,,,,,,,,,,,,,,,,,,
AR-103,Run,RunF,Yes,Elite,Re/f,48,Female,White,834,,15,12,5,17,"Cycle, Gym, Yoga",53.3,163.00,85.50,162.50,35.85,43.05,25.90,43.80,34.55,26.25,23.00,12.50,6.64,6.98,17.6,7.8,20.4,7.9,77.50,63.98,20.18,34.45,6.81,,,,,,,,,,,,,,,,,,,,
AC-061,Climb,ClimbF,Yes,Elite,Ce/f,25,Female,White,,22,19,5,2,7,"Swim, Gym, Poledance",67.5,166.50,88.75,170.00,36.50,43.75,26.30,45.00,37.70,29.05,26.65,13.00,7.23,7.22,18.3,7.7,21.9,8.5,77.75,66.15,21.15,34.00,7.23,,,,,,,,,,,,,,,,,,,,
AC-062,Climb,ClimbF,Yes,Elite,Ce/f,21,Female,White,,23,8,20,0,20,NONE,70.8,168.25,89.75,170.00,36.20,44.30,25.80,43.00,39.65,28.60,27.20,16.60,6.40,6.74,16.8,7.6,21.7,9.1,78.50,65.18,22.18,34.20,6.57,,,,,,,,,,,,,,,,,,,,
AC-063,Climb,ClimbM,No,Non-elite,Cn/m,25,Male,White,,21,6,9,6,15,"Cycle, Cricket",68.6,182.25,94.50,182.50,41.35,49.25,29.10,48.55,40.45,27.20,27.25,6.90,7.31,7.87,19.2,8.6,22.5,9.7,87.75,71.03,22.48,38.50,7.59,,,,,,,,,,,,,,,,,,,,
AR-104,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,Black,946,,2,7,2,9,Football,66.1,169.75,90.75,180.00,38.05,44.35,28.45,47.25,42.10,25.15,25.90,6.15,6.78,7.61,18.3,8.1,23.2,9.1,79.00,68.95,21.70,34.65,7.20,,,,,,,,,,,,,,,,,,,,
AR-105,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,Black,685,,4,4,4,8,"High Jump, Long Jump",72.9,180.75,90.25,194.75,43.65,50.70,30.60,50.70,43.55,27.25,25.70,7.75,8.04,8.58,19.7,8.5,23.7,9.2,90.50,75.60,24.90,39.80,8.31,,,,,,,,,,,,,,,,,,,,
AR-106,Sprint,SprintM,Yes,Elite,RSe/m,19,Male,Black,689,,4,8,5,13,Cycle,68.5,174.75,90.25,187.75,39.95,47.00,29.70,48.95,43.40,28.50,26.30,6.25,7.30,7.70,19.1,8.1,24.7,9.4,84.50,72.18,23.23,37.50,7.50,,,,,,,,,,,,,,,,,,,,
AR-107,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,Black,977,,3,3,0,3,NONE,73.1,175.25,90.75,183.00,40.30,47.45,28.00,49.10,41.70,25.25,28.10,6.70,7.99,9.05,19.5,8.9,24.6,9.6,84.50,70.65,21.55,37.05,8.52,,,,,,,,,,,,,,,,,,,,
AR-108,Sprint,SprintF,Yes,Elite,RSe/f,20,Female,White,771,,11,8,20,28,"Hockey, Row, Tennis, Horse riding",66.8,169.50,89.75,170.75,37.85,45.90,26.65,45.05,37.90,28.60,26.00,12.90,6.55,6.64,16.6,7.7,21.6,8.9,79.75,66.43,21.38,33.85,6.59,,,,,,,,,,,,,,,,,,,,
AR-109,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,White,749,,9,10,2,12,Boxing,75.6,185.25,98.00,188.25,39.70,48.25,27.75,48.80,41.90,29.60,27.10,8.30,7.68,7.87,18.9,7.9,25.1,9.7,87.25,73.18,24.38,39.00,7.78,,,,,,,,,,,,,,,,,,,,
AR-110,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,Black,864,,8.5,5.5,0,5.5,NONE,71.7,177.00,88.50,189.50,43.60,51.00,30.35,51.00,41.60,24.65,26.90,8.00,7.83,8.35,20.0,8.7,26.3,9.7,88.50,73.95,22.95,37.50,8.09,,,,,,,,,,,,,,,,,,,,
AR-111,Sprint,SprintF,Yes,Elite,RSe/f,18,Female,Black,876,,5,6,4,10,Hammer throwing,63.4,164.00,87.00,170.00,38.10,44.10,27.20,45.50,36.00,27.15,23.65,10.50,6.76,6.87,18.2,7.8,22.2,9.5,77.00,67.00,21.50,32.90,6.81,,,,,,,,,,,,,,,,,,,,
AR-112,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,White,728,,11,9,7.5,16.5,Gym,76.2,184.00,94.50,184.50,42.35,51.30,28.85,48.10,40.40,27.80,27.30,10.80,7.15,7.48,18.2,8.4,22.6,9.4,89.50,72.05,23.95,38.20,7.32,,,,,,,,,,,,,,,,,,,,
AR-113,Sprint,SprintF,Yes,Elite,RSe/f,25,Female,White,871,,12,10,2,12,Swim,58.5,169.25,87.50,168.50,38.15,45.65,26.00,44.95,36.50,27.20,21.60,12.15,7.31,7.29,17.2,7.6,21.4,8.2,81.75,66.00,21.05,36.10,7.30,,,,,,,,,,,,,,,,,,,,
AR-114,Sprint,SprintM,Yes,Elite,RSe/m,20,Male,White,1000,,10,9,2,11,"Swim, Gym",71.9,179.00,95.50,182.50,40.25,48.15,28.70,47.70,39.75,26.90,25.70,9.20,6.95,7.59,18.2,8.3,23.1,9.3,83.50,71.38,23.68,35.35,7.27,,,,,,,,,,,,,,,,,,,,
AR-115,Sprint,SprintF,Yes,Elite,RSe/f,35,Female,Black,1079,,18,20,0,20,NONE,67.3,169.75,85.25,177.75,41.50,47.95,29.40,49.30,38.30,26.55,25.00,8.75,7.12,7.46,18.4,7.9,23.3,8.6,84.50,69.73,20.43,36.55,7.29,,,,,,,,,,,,,,,,,,,,
AR-116,Sprint,SprintF,Yes,Elite,RSe/f,24,Female,White,732,,7,10,6,16,"Cycle, Climb",57.3,161.25,87.00,161.00,35.70,42.30,24.70,42.60,34.20,28.00,22.10,13.40,6.81,7.08,16.9,7.0,20.6,8.1,74.25,63.40,20.80,31.95,6.95,,,,,,,,,,,,,,,,,,,,
AR-117,Sprint,SprintF,Yes,Elite,RSe/f,26,Female,White,1032,,16,12,3,15,"Yoga, Pilates, Football",63.4,168.50,91.50,170.25,36.10,43.55,25.65,44.65,37.80,27.95,25.10,9.25,7.15,7.26,18.1,8.2,22.2,8.7,77.00,66.23,21.58,33.45,7.21,,,,,,,,,,,,,,,,,,,,
AR-118,Sprint,SprintM,Yes,Elite,RSe/m,25,Male,Black,995,,15,4,12,16,,65.8,171.25,88.50,178.25,39.15,46.00,28.30,46.90,42.30,26.35,26.30,4.95,6.29,6.52,17.2,7.5,22.3,8.4,82.75,67.98,21.08,36.75,6.40,,,,,,,,,,,,,,,,,,,,
AR-119,Run,RunF,Yes,Elite,Re/f,33,Female,White,1040,,20,9,1,10,,53.7,168.25,91.25,165.00,37.00,44.05,26.20,44.50,34.65,27.90,23.00,14.85,6.888888889,7.39,17.1,7.6,22.0,8.7,77.00,65.18,20.68,32.95,7.14,,,,,,,,,,,,,,,,,,,,
AR-120,Run,RunM,Yes,Elite,Re/m,19,Male,Mixed,846,,3,12,2,14,Swim,67.5,184.25,96.00,188.25,41.85,50.35,29.35,49.30,41.35,29.40,24.20,6.00,7.48,7.64,19.4,8.0,24.4,9.0,88.25,73.45,24.15,37.90,7.56,,,,,,,,,,,,,,,,,,,,
AR-121,Sprint,SprintF,Yes,Elite,RSe/f,26,Female,White,839,,4,8,5,13,Dance,62.7,168.50,92.00,160.50,36.85,43.90,24.20,41.55,37.50,27.50,23.40,11.50,6.08,6.46,15.9,7.4,20.9,7.7,76.50,61.50,19.95,32.60,6.27,,,,,,,,,,,,,,,,,,,,
AR-122,Sprint,SprintF,Yes,Elite,RSe/f,20,Female,White,834,,12,10,4,14,Gym,59.9,159.50,86.00,162.50,34.70,41.95,24.70,41.85,37.50,27.90,23.55,13.15,6.34,6.79,16.5,7.5,21.8,7.6,73.50,62.50,20.65,31.55,6.57,,,,,,,,,,,,,,,,,,,,
AX-057,Control,ControlM,Yes,NA,X/m,27,Male,White,,,NA,NA,7,7,"Gym, Football, Tennis",71.5,178.00,92.75,177.25,39.65,47.50,28.60,47.55,40.55,29.35,27.20,10.35,7.31,7.60,18.4,8.1,23.7,8.5,85.25,68.35,20.80,37.75,7.46,,,,,,,,,,,,,,,,,,,,
AR-123,Run,RunM,Yes,Elite,Re/m,22,Male,White,899,,13,10,0,10,NONE,66.0,180.75,94.50,184.75,39.80,46.95,28.70,48.20,41.80,26.85,24.30,4.90,7.56,7.79,19.2,8.1,22.9,8.5,86.25,71.48,23.28,39.30,7.68,,,,,,,,,,,,,,,,,,,,
AR-124,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,Black,1037,,9,8,2,10,"Basketball, Football, Gaelic football",79.9,177.00,89.50,189.75,41.75,48.70,29.70,49.55,40.95,27.85,28.95,8.10,8.37,8.71,20.3,8.9,24.3,9.0,87.50,74.40,24.85,38.80,8.54,,,,,,,,,,,,,,,,,,,,
AR-125,Sprint,SprintF,Yes,Elite,RSe/f,18,Female,White,1017,,7,7,0,7,NONE,65.8,169.75,90.75,171.50,38.70,46.25,27.45,45.60,35.00,27.05,24.95,14.00,7.45,7.73,18.2,7.9,23.6,8.3,79.00,68.25,22.65,32.75,7.59,,,,,,,,,,,,,,,,,,,,
AR-126,Sprint,SprintF,Yes,Elite,RSe/f,18,Female,Mixed,1056,,7,12,0,12,NONE,57.7,168.00,88.25,172.25,39.45,46.70,27.00,45.45,37.55,26.35,22.40,7.20,7.04,7.27,17.3,7.0,23.2,8.1,79.75,67.35,21.90,33.05,7.16,,,,,,,,,,,,,,,,,,,,
AR-127,Sprint,SprintM,Yes,Elite,RSe/m,23,Male,Black,925,,13,20,0,20,NONE,77.0,173.50,90.25,184.25,40.55,47.20,28.10,47.95,44.10,25.75,30.30,4.60,6.92,7.47,18.8,8.2,23.2,8.4,83.25,70.08,22.13,36.05,7.20,,,,,,,,,,,,,,,,,,,,
AR-128,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,White,747,,5,10,2,12,Rugby,76.7,173.50,93.50,177.75,37.60,45.30,26.25,45.90,43.15,28.30,29.70,5.70,7.95,7.86,19.2,9.3,25.1,9.5,80.00,67.30,21.40,34.70,7.90,,,,,,,,,,,,,,,,,,,,
AR-129,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,Asian,971,,9,8,0,8,NONE,71.8,175.25,93.50,175.00,38.60,45.50,27.30,45.65,42.45,26.30,25.00,8.95,6.63,7.41,18.3,8.2,24.0,9.5,81.75,66.28,20.63,36.25,7.02,,,,,,,,,,,,,,,,,,,,
AR-130,Sprint,SprintF,Yes,Elite,RSe/f,20,Female,White,895,,12,12,0,12,NONE,68.4,171.75,90.25,176.00,39.45,46.80,26.35,45.35,38.85,27.80,25.40,10.55,7.26,7.88,19.0,8.1,22.8,8.6,81.50,68.58,23.23,34.70,7.57,,,,,,,,,,,,,,,,,,,,
AR-131,Run,RunM,Yes,Elite,Re/m,18,Male,White,772,,8,10,0,10,NONE,64.3,176.25,92.75,178.00,39.30,46.75,26.65,46.65,40.55,27.30,24.50,7.90,7.29,7.89,19.1,7.7,23.1,9.3,83.50,68.73,22.08,36.75,7.59,,,,,,,,,,,,,,,,,,,,
AR-132,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,White,912,,8,13,0,13,NONE,73.6,183.50,95.50,185.75,41.60,49.50,28.80,48.60,40.50,26.55,26.60,5.10,7.64,7.90,18.7,8.4,24.7,9.7,88.00,72.63,24.03,38.50,7.77,,,,,,,,,,,,,,,,,,,,
AR-133,Sprint,SprintM,Yes,Elite,RSe/m,18,Male,White,918,,6,5,0,5,NONE,77.8,184.00,100.50,182.50,40.00,48.05,28.40,47.10,41.75,29.35,25.50,7.10,7.32,7.70,18.3,7.8,24.6,9.6,83.50,70.38,23.28,35.45,7.51,,,,,,,,,,,,,,,,,,,,
AR-134,Run,RunM,Yes,Elite,Re/m,20,Male,White,834,,5,6,0,6,NONE,64.9,172.75,92.00,173.75,38.55,46.00,27.15,45.05,38.80,25.70,25.30,9.70,6.22,6.89,16.5,7.9,22.4,9.2,80.75,67.48,22.43,34.75,6.55,,,,,,,,,,,,,,,,,,,,
AR-135,Run,RunF,No,Non-elite,Rn/f,24,Female,White,418,,4,4,2,6,"Cycle, Swim",63.4,172.25,92.00,168.25,37.10,44.35,26.30,45.25,36.80,27.70,23.45,14.05,6.98,7.47,18.6,7.4,23.2,8.9,80.25,65.73,20.48,35.90,7.22,,,,,,,,,,,,,,,,,,,,
AX-058,Control,ControlM,Yes,NA,X/m,22,Male,White,,,NA,NA,14,14,"Row, Gym, Cycle",88.9,189.00,99.50,190.50,41.35,50.30,29.80,50.80,43.10,28.85,30.20,12.10,7.68,7.27,19.6,8.6,25.4,9.9,89.50,73.70,22.90,39.20,7.47,,,,,,,,,,,,,,,,,,,,
AX-059,Control,ControlF,Yes,NA,X/f,24,Female,White,,,NA,NA,4,4,Powerlift,53.2,161.50,88.50,158.50,34.35,41.20,23.85,41.00,33.85,26.85,21.80,13.05,6.35,6.62,16.3,7.1,21.0,7.6,73.00,62.33,21.33,31.80,6.49,,,,,,,,,,,,,,,,,,,,
AR-136,Run,RunF,Yes,Elite,Re/f,26,Female,White,1048,,15,12,2,14,Gym,52.1,167.75,87.00,165.00,36.95,44.60,24.75,42.75,35.00,28.50,21.70,9.05,6.57,6.77,16.4,7.3,21.4,7.8,80.75,65.00,22.25,36.15,6.67,,,,,,,,,,,,,,,,,,,,
AR-137,Run,RunF,Yes,Elite,Re/f,21,Female,White,842,,9,14,6,20,"Cycle, Swim",55.8,165.00,88.00,162.75,35.70,43.65,25.70,43.25,36.20,26.50,23.25,12.65,6.43,6.78,16.6,7.2,21.6,8.4,77.00,63.28,20.03,33.35,6.61,,,,,,,,,,,,,,,,,,,,
