ID,Sport,Group,Model2_data,Cohort,Code,Age,Sex,Ethnicity,IAAF,Grade_IRCRA,Exp_yrs,Hrs_Sport,Hrs_Other,Hrs_Total,Other_List,Mass,Stature,SitHeight,ArmSpan,Tibia,TibiaHeight,ForearmL,ForeHand,Biacrom,Biiliac,ForearmC,Triceps,2D,4D,HandLength,HandBreadth,FootLength,FootBreadth,Leg,Arm,Humerus,Femur,Finger,,,,,,,,,,,,,,,,,,,,
AR-138,Run,RunF,No,Non-elite,Rn/f,21,Female,Asian,141,,1,1,1,2,"Cycle, Hike",60.6,165.75,84.50,174.00,37.95,44.95,27.80,46.50,36.35,27.75,23.35,15.95,6.61,7.11,16.8,7.4,21.8,8.1,81.25,68.83,22.33,36.30,6.86,,,,,,,,,,,,,,,,,,,,
AR-139,Run,RunF,No,Non-elite,Rn/f,24,Female,White,431,,5,12,5,17,"Kickbox, Hike, Gym, Cycle",72.4,177.25,93.25,175.75,38.10,46.85,27.05,45.40,38.15,30.30,25.95,19.10,6.57,7.08,17.1,7.8,23.2,9.1,84.00,68.80,23.40,37.15,6.82,,,,,,,,,,,,,,,,,,,,
AC-064,Climb,ClimbM,Yes,Elite,Ce/m,33,Male,White,,28,26,12,0,12,NONE,72.1,176.50,93.50,181.75,36.75,46.05,27.35,46.95,41.50,27.55,29.00,4.80,7.29,7.89,18.8,9.2,21.9,9.1,83.00,70.13,23.18,36.95,7.59,,,,,,,,,,,,,,,,,,,,
AW-008,Walk,WalkF,Yes,Elite,We/f,18,Female,White,905,,5.5,9,1.5,10.5,Run,63.5,179.50,96.75,174.25,39.40,46.50,26.65,45.60,39.35,31.30,22.80,13.80,7.20,7.26,18.9,7.6,24.3,9.2,82.75,67.45,21.85,36.25,7.23,,,,,,,,,,,,,,,,,,,,
AW-009,Walk,WalkF,Yes,Elite,We/f,18,Female,White,779,,3,6,0,6,NONE,50.7,161.00,87.75,154.50,34.90,41.05,24.65,41.35,35.20,24.20,21.70,15.90,6.19,6.57,16.1,7.4,20.8,8.1,73.25,59.65,18.30,32.20,6.38,,,,,,,,,,,,,,,,,,,,
AW-010,Walk,WalkF,Yes,Elite,We/f,20,Female,White,846,,7,10,10,20,"Gym, Run",62.2,169.00,89.00,166.25,38.30,45.25,26.20,44.00,38.15,27.60,23.30,20.70,6.96,7.27,18.3,7.4,22.3,7.9,80.00,64.05,20.05,34.75,7.11,,,,,,,,,,,,,,,,,,,,
AW-011,Walk,WalkM,Yes,Elite,We/m,18,Male,White,789,,8,8.5,3,11.5,"Run, Gaelic Football",64.2,181.50,93.50,179.50,41.55,49.60,29.15,48.35,39.70,28.25,24.00,7.60,7.47,7.83,18.7,8.2,24.0,9.2,88.00,69.90,21.55,38.40,7.65,,,,,,,,,,,,,,,,,,,,
AW-012,Walk,WalkM,Yes,Elite,We/m,18,Male,White,961,,4,5,1,6,Gym,67.5,180.25,94.75,183.50,41.10,48.45,28.35,47.90,38.60,27.30,25.95,12.90,7.56,7.71,19.5,8.7,24.6,9.8,85.50,72.45,24.55,37.05,7.64,,,,,,,,,,,,,,,,,,,,
AW-013,Walk,WalkM,Yes,Elite,We/m,20,Male,White,1011,,5,5,1.5,6.5,"Football, Gaelic Football, Gym",65.8,177.50,92.75,180.25,38.75,46.35,27.75,46.00,39.45,28.25,25.25,9.60,7.13,7.65,18.4,8.7,24.8,9.2,84.75,70.40,24.40,38.40,7.39,,,,,,,,,,,,,,,,,,,,
AW-014,Walk,WalkM,Yes,Elite,We/m,19,Male,White,966,,6,5,2,7,Gym,65.5,186.50,93.50,183.75,44.00,51.00,28.95,48.55,40.55,28.40,24.55,9.05,7.48,7.62,18.6,8.1,23.4,8.8,93.00,71.60,23.05,42.00,7.55,,,,,,,,,,,,,,,,,,,,
AW-015,Walk,WalkM,Yes,Elite,We/m,27,Male,White,965,,13,8,3.5,11.5,"Run, Gym",73.8,180.75,92.00,187.25,41.50,50.10,28.95,47.60,41.95,29.15,26.60,10.55,6.81,7.51,18.5,8.5,26.3,11.1,88.75,72.65,25.05,38.65,7.16,,,,,,,,,,,,,,,,,,,,
AW-016,Walk,WalkF,Yes,Elite,We/f,21,Female,Mixed,912,,8,7,2,9,Gym,51.1,170.00,87.00,170.75,39.25,45.25,26.65,45.25,35.15,25.90,21.50,12.50,7.41,7.78,18.3,7.6,23.1,9.4,83.00,67.80,22.55,37.75,7.60,,,,,,,,,,,,,,,,,,,,
AW-017,Walk,WalkM,Yes,Elite,We/m,21,Male,White,1009,,5,30,2,32,Run,67.6,179.50,93.50,185.50,39.40,47.00,29.15,48.60,42.20,30.00,24.75,5.30,7.34,7.42,19.2,8.2,25.9,10.6,86.00,71.65,23.05,39.00,7.38,,,,,,,,,,,,,,,,,,,,
AW-018,Walk,WalkF,Yes,Elite,We/f,18,Female,White,864,,4,16,2,18,"Football, Camogie",61.4,173.75,93.75,173.50,39.55,46.35,26.40,45.65,38.20,26.60,23.00,14.40,7.61,7.53,17.4,7.7,24.0,9.4,80.00,67.65,22.00,33.65,7.57,,,,,,,,,,,,,,,,,,,,
AW-019,Walk,WalkF,Yes,Elite,We/f,19,Female,White,866,,6,10,2,12,"Gym, Run",51.5,161.50,86.00,159.25,35.40,42.40,24.25,41.80,37.05,26.40,21.90,12.15,6.51,6.72,16.4,6.8,22.4,8.5,75.50,61.10,19.30,33.10,6.62,,,,,,,,,,,,,,,,,,,,
AW-020,Walk,WalkF,Yes,Elite,We/f,18,Female,White,718,,4,36,2,38,Cycle,68.0,176.25,94.00,176.75,40.35,47.05,27.35,46.25,35.95,27.40,23.60,14.85,7.32,7.65,18.1,7.8,23.7,9.2,82.25,70.40,24.15,35.20,7.49,,,,,,,,,,,,,,,,,,,,
AC-065,Climb,ClimbF,No,Non-elite,Cn/f,26,Female,White,,19.5,4,7,4,11,"Swim, Run, Yoga",58.0,156.25,84.50,155.50,33.55,40.10,24.25,41.45,34.70,27.90,23.70,10.60,6.34,6.67,16.0,7.6,21.2,9.4,71.75,60.40,18.95,31.65,6.51,,,,,,,,,,,,,,,,,,,,
AC-066,Climb,ClimbM,Yes,Elite,Ce/m,33,Male,White,,24,19,2.5,0,2.5,Run,62.6,169.00,89.75,174.50,37.00,44.85,26.80,45.00,39.70,26.80,26.70,8.70,7.00,7.25,18.0,7.7,22.8,8.3,79.25,67.40,22.40,34.40,7.12,,,,,,,,,,,,,,,,,,,,
AC-067,Climb,ClimbF,No,Non-elite,Cn/f,27,Female,White,,20,6,8,3,11,"Swim, Yoga",59.4,164.00,86.50,162.25,36.95,44.00,25.35,43.15,36.25,25.70,26.10,8.40,6.88,7.00,17.3,7.9,22.1,8.5,77.50,63.00,19.85,33.50,6.94,,,,,,,,,,,,,,,,,,,,
AC-068,Climb,ClimbF,No,Non-elite,Cn/f,24,Female,Asian,,18,1,4,1,5,Run,48.2,156.50,83.50,156.00,34.85,41.70,24.50,40.55,36.05,24.85,23.25,17.10,6.30,6.61,15.9,7.0,20.7,8.8,73.00,59.98,19.43,31.30,6.46,,,,,,,,,,,,,,,,,,,,
AC-069,Climb,ClimbF,No,Non-elite,Cn/f,29,Female,Asian,,14,2,3,0,3,NONE,70.6,175.25,92.00,178.75,39.50,46.40,28.30,46.75,40.50,27.55,25.80,19.50,6.87,7.29,17.9,8.0,22.2,8.8,83.25,69.13,22.38,36.85,7.08,,,,,,,,,,,,,,,,,,,,
AC-070,Climb,ClimbF,No,Non-elite,Cn/f,30,Female,White,,17,4,8,2,10,"Badminton, Run",62.2,170.50,90.50,173.50,39.05,46.75,26.85,45.90,38.25,27.85,23.60,15.35,7.08,7.37,17.7,7.6,23.6,8.3,80.00,67.63,21.73,33.25,7.23,,,,,,,,,,,,,,,,,,,,
AC-071,Climb,ClimbF,No,Non-elite,Cn/f,31,Female,Mixed,,16.5,1,7,10,17,"Run, Swim",55.8,160.50,88.00,154.50,34.10,41.70,23.85,39.95,35.40,27.10,23.00,12.20,5.98,6.04,15.8,7.0,20.8,8.2,72.50,59.55,19.60,30.80,6.01,,,,,,,,,,,,,,,,,,,,
AX-060,Control,ControlF,Yes,NA,X/f,26,Female,Mixed,,,NA,NA,1,1,Run,57.8,170.00,89.25,163.50,38.15,45.05,26.10,44.20,36.30,27.70,21.75,17.25,6.74,6.91,17.1,6.9,22.6,8.6,80.75,63.60,19.40,35.70,6.83,,,,,,,,,,,,,,,,,,,,
AC-072,Climb,ClimbF,No,Non-elite,Cn/f,22,Female,White,,16.5,15,5,6,11,Run,55.5,163.50,88.75,163.75,35.05,42.10,23.80,41.00,39.05,27.85,23.60,12.30,6.58,6.72,16.3,7.3,22.8,8.3,74.75,62.35,21.35,32.65,6.65,,,,,,,,,,,,,,,,,,,,
AC-073,Climb,ClimbF,No,Non-elite,Cn/f,25,Female,White,,16.5,4,5,10,15,"Row, Surf, Ski, Gym",56.2,169.00,88.75,173.00,36.90,44.10,26.80,45.25,37.10,27.60,21.80,10.10,5.60,5.92,14.7,6.3,23.0,8.5,80.25,67.95,22.70,36.15,5.76,,,,,,,,,,,,,,,,,,,,
AC-074,Climb,ClimbF,No,Non-elite,Cn/f,37,Female,Asian,,15,1.5,15,5,20,"Cycle, Gym",59.2,160.75,82.75,168.75,37.00,43.85,25.80,43.40,37.40,26.95,26.25,11.30,6.44,7.21,17.5,7.7,22.0,8.5,78.00,65.68,22.28,34.15,6.83,,,,,,,,,,,,,,,,,,,,
AC-075,Climb,ClimbF,No,Non-elite,Cn/f,24,Female,Asian,,17,2.5,10,2,12,"Run, Badminton",51.0,168.50,91.25,164.50,36.60,43.80,24.95,42.00,37.15,27.10,22.50,8.15,6.32,7.04,16.5,7.2,22.1,8.5,77.25,63.68,21.68,33.45,6.68,,,,,,,,,,,,,,,,,,,,
AC-076,Climb,ClimbF,No,Non-elite,Cn/f,23,Female,White,,15,4,2,1.5,3.5,"Run, Yoga",63.5,178.00,93.25,176.00,40.05,46.90,26.70,45.15,36.75,30.80,22.30,14.40,6.82,7.48,17.9,7.8,22.8,9.4,84.75,69.63,24.48,37.85,7.15,,,,,,,,,,,,,,,,,,,,
AX-061,Control,ControlF,Yes,NA,X/f,26,Female,White,,,NA,NA,2,2,"Gym, Swim, Run",60.1,160.50,86.00,158.50,34.40,41.35,24.35,40.50,35.60,26.70,22.70,28.80,6.43,6.73,15.8,7.2,21.2,8.2,74.50,61.45,20.95,33.15,6.58,,,,,,,,,,,,,,,,,,,,
AC-077,Climb,ClimbF,No,Non-elite,Cn/f,23,Female,White,,17,16,9,7,16,"Ski, Cycle",58.0,163.75,89.25,173.25,35.65,43.05,24.80,43.95,39.35,29.50,24.95,13.05,7.15,7.23,18.4,7.9,23.3,8.6,74.50,66.95,23.00,31.45,7.19,,,,,,,,,,,,,,,,,,,,
AC-078,Climb,ClimbF,No,Non-elite,Cn/f,30,Female,White,,18.5,4,3,1.5,4.5,Gymnastics,53.6,159.00,85.25,161.75,35.20,41.30,25.15,41.00,36.15,28.50,23.45,12.85,6.05,6.37,15.5,7.1,21.7,7.9,73.75,62.80,21.80,32.45,6.21,,,,,,,,,,,,,,,,,,,,
AC-079,Climb,ClimbF,No,Non-elite,Cn/f,36,Female,White,,19,6,10,30,40,"Stonework, Run, Gym, Dance",63.6,175.50,92.00,175.75,40.50,47.05,28.05,46.95,37.25,29.30,25.25,11.20,7.25,7.50,18.4,7.8,23.1,8.5,83.50,69.25,22.30,36.45,7.38,,,,,,,,,,,,,,,,,,,,
AC-080,Climb,ClimbF,No,Non-elite,Cn/f,26,Female,Mixed,,18.5,1.5,6,4,10,"Yoga, Gym",49.9,160.00,83.75,162.75,35.75,42.80,24.85,42.35,34.15,27.85,22.40,12.50,6.28,6.97,17.1,7.4,22.1,7.9,76.25,64.30,21.95,33.45,6.62,,,,,,,,,,,,,,,,,,,,
AC-081,Climb,ClimbF,No,Non-elite,Cn/f,25,Female,White,,18.5,9,4,10,14,"Run, Cycle",56.4,162.00,89.25,157.50,34.35,41.70,24.00,41.00,35.25,28.15,22.35,9.75,6.15,6.65,16.2,6.9,21.7,7.9,72.75,61.13,20.13,31.05,6.40,,,,,,,,,,,,,,,,,,,,
AC-082,Climb,ClimbF,No,Non-elite,Cn/f,28,Female,Asian,,18,7,8,10,18,"Walk, Run",65.1,169.50,91.25,163.25,35.90,43.00,25.05,42.70,37.45,29.70,24.90,13.20,6.83,7.01,17.7,7.8,24.2,9.2,78.25,62.90,20.20,35.25,6.92,,,,,,,,,,,,,,,,,,,,
AC-083,Climb,ClimbF,No,Non-elite,Cn/f,37,Female,White,,13,10,2,1.5,3.5,Run,63.1,166.25,87.50,168.50,36.60,43.85,26.00,44.00,35.70,30.25,24.60,20.30,7.16,7.14,17.8,7.9,22.8,9.2,78.75,66.40,22.40,34.90,7.15,,,,,,,,,,,,,,,,,,,,
AC-084,Climb,ClimbF,No,Non-elite,Cn/f,34,Female,White,,17,15,2,8,10,"Run, Wakeboard, Ski, Skateboard",53.9,165.00,89.25,161.00,35.55,42.05,24.45,41.10,35.50,27.85,23.45,15.75,6.02,6.14,16.0,7.2,20.9,7.9,75.75,62.75,21.65,33.70,6.08,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
