Model_family,Model_name,Extraction_name,Focal Metric,Control1,Control2,Ethnicity Control,Effect,Effect1,Effect 2,Parameter1,Parameter1_index,Parameter2,Parameter2_index,Comparison_type
Model1,m1_Mass.Eth,m1_Mass.Eth___ClimbF,Mass,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Mass.Stature,m1_Mass.Stature___ClimbF,Mass,Stature,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Mass.Stature.Eth,m1_Mass.Stature.Eth___ClimbF,Mass,Stature,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Mass,m1_Mass___RunM.RunF,Mass,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Mass.Eth,m1_Mass.Eth___RunM.RunF,Mass,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Mass.Stature,m1_Mass.Stature___RunM.RunF,Mass,Stature,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Mass.Stature.Eth,m1_Mass.Stature.Eth___RunM.RunF,Mass,Stature,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Mass,m1_Mass___ClimbM.ClimbF,Mass,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Mass.Eth,m1_Mass.Eth___ClimbM.ClimbF,Mass,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Mass.Stature,m1_Mass.Stature___ClimbM.ClimbF,Mass,Stature,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Mass.Stature.Eth,m1_Mass.Stature.Eth___ClimbM.ClimbF,Mass,Stature,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Mass,m1_Mass___ClimbM.RunM,Mass,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Mass.Eth,m1_Mass.Eth___ClimbM.RunM,Mass,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Mass.Stature,m1_Mass.Stature___ClimbM.RunM,Mass,Stature,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Mass.Stature.Eth,m1_Mass.Stature.Eth___ClimbM.RunM,Mass,Stature,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Mass,m1_Mass___ClimbF.RunF,Mass,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Mass.Eth,m1_Mass.Eth___ClimbF.RunF,Mass,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Mass.Stature,m1_Mass.Stature___ClimbF.RunF,Mass,Stature,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Mass.Stature.Eth,m1_Mass.Stature.Eth___ClimbF.RunF,Mass,Stature,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Triceps,m1_Triceps___RunM,Triceps,,,N,RunM,RunM,,b,2,,,single
Model1,m1_Triceps.Eth,m1_Triceps.Eth___RunM,Triceps,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Triceps.Hrs_Total,m1_Triceps.Hrs_Total___RunM,Triceps,Hrs_Total,,N,RunM,RunM,,b,2,,,single
Model1,m1_Triceps.Hrs_Total.Eth,m1_Triceps.Hrs_Total.Eth___RunM,Triceps,Hrs_Total,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Triceps,m1_Triceps___ClimbM,Triceps,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Triceps.Eth,m1_Triceps.Eth___ClimbM,Triceps,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Triceps.Hrs_Total,m1_Triceps.Hrs_Total___ClimbM,Triceps,Hrs_Total,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Triceps.Hrs_Total.Eth,m1_Triceps.Hrs_Total.Eth___ClimbM,Triceps,Hrs_Total,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Triceps,m1_Triceps___RunF,Triceps,,,N,RunF,RunF,,b,1,,,single
Model1,m1_Triceps.Eth,m1_Triceps.Eth___RunF,Triceps,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Triceps.Hrs_Total,m1_Triceps.Hrs_Total___RunF,Triceps,Hrs_Total,,N,RunF,RunF,,b,1,,,single
Model1,m1_Triceps.Hrs_Total.Eth,m1_Triceps.Hrs_Total.Eth___RunF,Triceps,Hrs_Total,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Triceps,m1_Triceps___ClimbF,Triceps,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Triceps.Eth,m1_Triceps.Eth___ClimbF,Triceps,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Triceps.Hrs_Total,m1_Triceps.Hrs_Total___ClimbF,Triceps,Hrs_Total,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Triceps.Hrs_Total.Eth,m1_Triceps.Hrs_Total.Eth___ClimbF,Triceps,Hrs_Total,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Triceps,m1_Triceps___RunM.RunF,Triceps,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Triceps.Eth,m1_Triceps.Eth___RunM.RunF,Triceps,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Triceps.Hrs_Total,m1_Triceps.Hrs_Total___RunM.RunF,Triceps,Hrs_Total,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Triceps.Hrs_Total.Eth,m1_Triceps.Hrs_Total.Eth___RunM.RunF,Triceps,Hrs_Total,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Triceps,m1_Triceps___ClimbM.ClimbF,Triceps,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Triceps.Eth,m1_Triceps.Eth___ClimbM.ClimbF,Triceps,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Triceps.Hrs_Total,m1_Triceps.Hrs_Total___ClimbM.ClimbF,Triceps,Hrs_Total,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Triceps.Hrs_Total.Eth,m1_Triceps.Hrs_Total.Eth___ClimbM.ClimbF,Triceps,Hrs_Total,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Triceps,m1_Triceps___ClimbM.RunM,Triceps,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Triceps.Eth,m1_Triceps.Eth___ClimbM.RunM,Triceps,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Triceps.Hrs_Total,m1_Triceps.Hrs_Total___ClimbM.RunM,Triceps,Hrs_Total,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Triceps.Hrs_Total.Eth,m1_Triceps.Hrs_Total.Eth___ClimbM.RunM,Triceps,Hrs_Total,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Triceps,m1_Triceps___ClimbF.RunF,Triceps,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Triceps.Eth,m1_Triceps.Eth___ClimbF.RunF,Triceps,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Triceps.Hrs_Total,m1_Triceps.Hrs_Total___ClimbF.RunF,Triceps,Hrs_Total,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Triceps.Hrs_Total.Eth,m1_Triceps.Hrs_Total.Eth___ClimbF.RunF,Triceps,Hrs_Total,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmC,m1_ForearmC___RunM,ForearmC,,,N,RunM,RunM,,b,2,,,single
Model1,m1_ForearmC.Eth,m1_ForearmC.Eth___RunM,ForearmC,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_ForearmC.ForearmL,m1_ForearmC.ForearmL___RunM,ForearmC,ForearmL,,N,RunM,RunM,,b,2,,,single
Model1,m1_ForearmC.ForearmL.Eth,m1_ForearmC.ForearmL.Eth___RunM,ForearmC,ForearmL,,Y,RunM,RunM,,b,2,,,single
Model1,m1_ForearmC.Hrs_Total,m1_ForearmC.Hrs_Total___RunM,ForearmC,Hrs_Total,,N,RunM,RunM,,b,2,,,single
Model1,m1_ForearmC.Hrs_Total.Eth,m1_ForearmC.Hrs_Total.Eth___RunM,ForearmC,Hrs_Total,,Y,RunM,RunM,,b,2,,,single
Model1,m1_ForearmC.ForearmL.Hrs_Total,m1_ForearmC.ForearmL.Hrs_Total___RunM,ForearmC,ForearmL,Hrs_Total,N,RunM,RunM,,b,2,,,single
Model1,m1_ForearmC.ForearmL.Hrs_Total.Eth,m1_ForearmC.ForearmL.Hrs_Total.Eth___RunM,ForearmC,ForearmL,Hrs_Total,Y,RunM,RunM,,b,2,,,single
Model1,m1_ForearmC,m1_ForearmC___ClimbM,ForearmC,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmC.Eth,m1_ForearmC.Eth___ClimbM,ForearmC,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmC.ForearmL,m1_ForearmC.ForearmL___ClimbM,ForearmC,ForearmL,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmC.ForearmL.Eth,m1_ForearmC.ForearmL.Eth___ClimbM,ForearmC,ForearmL,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmC.Hrs_Total,m1_ForearmC.Hrs_Total___ClimbM,ForearmC,Hrs_Total,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmC.Hrs_Total.Eth,m1_ForearmC.Hrs_Total.Eth___ClimbM,ForearmC,Hrs_Total,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmC.ForearmL.Hrs_Total,m1_ForearmC.ForearmL.Hrs_Total___ClimbM,ForearmC,ForearmL,Hrs_Total,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmC.ForearmL.Hrs_Total.Eth,m1_ForearmC.ForearmL.Hrs_Total.Eth___ClimbM,ForearmC,ForearmL,Hrs_Total,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_ForearmC,m1_ForearmC___RunF,ForearmC,,,N,RunF,RunF,,b,1,,,single
Model1,m1_ForearmC.Eth,m1_ForearmC.Eth___RunF,ForearmC,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_ForearmC.ForearmL,m1_ForearmC.ForearmL___RunF,ForearmC,ForearmL,,N,RunF,RunF,,b,1,,,single
Model1,m1_ForearmC.ForearmL.Eth,m1_ForearmC.ForearmL.Eth___RunF,ForearmC,ForearmL,,Y,RunF,RunF,,b,1,,,single
Model1,m1_ForearmC.Hrs_Total,m1_ForearmC.Hrs_Total___RunF,ForearmC,Hrs_Total,,N,RunF,RunF,,b,1,,,single
Model1,m1_ForearmC.Hrs_Total.Eth,m1_ForearmC.Hrs_Total.Eth___RunF,ForearmC,Hrs_Total,,Y,RunF,RunF,,b,1,,,single
Model1,m1_ForearmC.ForearmL.Hrs_Total,m1_ForearmC.ForearmL.Hrs_Total___RunF,ForearmC,ForearmL,Hrs_Total,N,RunF,RunF,,b,1,,,single
Model1,m1_ForearmC.ForearmL.Hrs_Total.Eth,m1_ForearmC.ForearmL.Hrs_Total.Eth___RunF,ForearmC,ForearmL,Hrs_Total,Y,RunF,RunF,,b,1,,,single
Model1,m1_ForearmC,m1_ForearmC___ClimbF,ForearmC,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmC.Eth,m1_ForearmC.Eth___ClimbF,ForearmC,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmC.ForearmL,m1_ForearmC.ForearmL___ClimbF,ForearmC,ForearmL,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmC.ForearmL.Eth,m1_ForearmC.ForearmL.Eth___ClimbF,ForearmC,ForearmL,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmC.Hrs_Total,m1_ForearmC.Hrs_Total___ClimbF,ForearmC,Hrs_Total,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmC.Hrs_Total.Eth,m1_ForearmC.Hrs_Total.Eth___ClimbF,ForearmC,Hrs_Total,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmC.ForearmL.Hrs_Total,m1_ForearmC.ForearmL.Hrs_Total___ClimbF,ForearmC,ForearmL,Hrs_Total,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmC.ForearmL.Hrs_Total.Eth,m1_ForearmC.ForearmL.Hrs_Total.Eth___ClimbF,ForearmC,ForearmL,Hrs_Total,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_ForearmC,m1_ForearmC___RunM.RunF,ForearmC,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmC.Eth,m1_ForearmC.Eth___RunM.RunF,ForearmC,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmC.ForearmL,m1_ForearmC.ForearmL___RunM.RunF,ForearmC,ForearmL,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmC.ForearmL.Eth,m1_ForearmC.ForearmL.Eth___RunM.RunF,ForearmC,ForearmL,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmC.Hrs_Total,m1_ForearmC.Hrs_Total___RunM.RunF,ForearmC,Hrs_Total,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmC.Hrs_Total.Eth,m1_ForearmC.Hrs_Total.Eth___RunM.RunF,ForearmC,Hrs_Total,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmC.ForearmL.Hrs_Total,m1_ForearmC.ForearmL.Hrs_Total___RunM.RunF,ForearmC,ForearmL,Hrs_Total,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmC.ForearmL.Hrs_Total.Eth,m1_ForearmC.ForearmL.Hrs_Total.Eth___RunM.RunF,ForearmC,ForearmL,Hrs_Total,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_ForearmC,m1_ForearmC___ClimbM.ClimbF,ForearmC,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmC.Eth,m1_ForearmC.Eth___ClimbM.ClimbF,ForearmC,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmC.ForearmL,m1_ForearmC.ForearmL___ClimbM.ClimbF,ForearmC,ForearmL,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmC.ForearmL.Eth,m1_ForearmC.ForearmL.Eth___ClimbM.ClimbF,ForearmC,ForearmL,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmC.Hrs_Total,m1_ForearmC.Hrs_Total___ClimbM.ClimbF,ForearmC,Hrs_Total,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmC.Hrs_Total.Eth,m1_ForearmC.Hrs_Total.Eth___ClimbM.ClimbF,ForearmC,Hrs_Total,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmC.ForearmL.Hrs_Total,m1_ForearmC.ForearmL.Hrs_Total___ClimbM.ClimbF,ForearmC,ForearmL,Hrs_Total,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmC.ForearmL.Hrs_Total.Eth,m1_ForearmC.ForearmL.Hrs_Total.Eth___ClimbM.ClimbF,ForearmC,ForearmL,Hrs_Total,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_ForearmC,m1_ForearmC___ClimbM.RunM,ForearmC,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmC.Eth,m1_ForearmC.Eth___ClimbM.RunM,ForearmC,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmC.ForearmL,m1_ForearmC.ForearmL___ClimbM.RunM,ForearmC,ForearmL,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmC.ForearmL.Eth,m1_ForearmC.ForearmL.Eth___ClimbM.RunM,ForearmC,ForearmL,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmC.Hrs_Total,m1_ForearmC.Hrs_Total___ClimbM.RunM,ForearmC,Hrs_Total,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmC.Hrs_Total.Eth,m1_ForearmC.Hrs_Total.Eth___ClimbM.RunM,ForearmC,Hrs_Total,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmC.ForearmL.Hrs_Total,m1_ForearmC.ForearmL.Hrs_Total___ClimbM.RunM,ForearmC,ForearmL,Hrs_Total,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmC.ForearmL.Hrs_Total.Eth,m1_ForearmC.ForearmL.Hrs_Total.Eth___ClimbM.RunM,ForearmC,ForearmL,Hrs_Total,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_ForearmC,m1_ForearmC___ClimbF.RunF,ForearmC,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmC.Eth,m1_ForearmC.Eth___ClimbF.RunF,ForearmC,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmC.ForearmL,m1_ForearmC.ForearmL___ClimbF.RunF,ForearmC,ForearmL,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmC.ForearmL.Eth,m1_ForearmC.ForearmL.Eth___ClimbF.RunF,ForearmC,ForearmL,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmC.Hrs_Total,m1_ForearmC.Hrs_Total___ClimbF.RunF,ForearmC,Hrs_Total,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmC.Hrs_Total.Eth,m1_ForearmC.Hrs_Total.Eth___ClimbF.RunF,ForearmC,Hrs_Total,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmC.ForearmL.Hrs_Total,m1_ForearmC.ForearmL.Hrs_Total___ClimbF.RunF,ForearmC,ForearmL,Hrs_Total,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_ForearmC.ForearmL.Hrs_Total.Eth,m1_ForearmC.ForearmL.Hrs_Total.Eth___ClimbF.RunF,ForearmC,ForearmL,Hrs_Total,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Hrs_Sport,m1_Hrs_Sport___RunM,Hrs_Sport,,,N,RunM,RunM,,b,2,,,single
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___RunM,Hrs_Sport,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Hrs_Sport,m1_Hrs_Sport___ClimbM,Hrs_Sport,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___ClimbM,Hrs_Sport,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Hrs_Sport,m1_Hrs_Sport___RunF,Hrs_Sport,,,N,RunF,RunF,,b,1,,,single
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___RunF,Hrs_Sport,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Hrs_Sport,m1_Hrs_Sport___ClimbF,Hrs_Sport,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___ClimbF,Hrs_Sport,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Hrs_Sport,m1_Hrs_Sport___RunM.RunF,Hrs_Sport,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___RunM.RunF,Hrs_Sport,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Hrs_Sport,m1_Hrs_Sport___ClimbM.ClimbF,Hrs_Sport,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___ClimbM.ClimbF,Hrs_Sport,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Hrs_Sport,m1_Hrs_Sport___ClimbM.RunM,Hrs_Sport,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___ClimbM.RunM,Hrs_Sport,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Hrs_Sport,m1_Hrs_Sport___ClimbF.RunF,Hrs_Sport,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Hrs_Sport.Eth,m1_Hrs_Sport.Eth___ClimbF.RunF,Hrs_Sport,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Exp_yrs,m1_Exp_yrs___RunM,Exp_yrs,,,N,RunM,RunM,,b,2,,,single
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___RunM,Exp_yrs,,,Y,RunM,RunM,,b,2,,,single
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbM,Exp_yrs,,,N,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbM,Exp_yrs,,,Y,ClimbM,ClimbM,,b,4,,,single
Model1,m1_Exp_yrs,m1_Exp_yrs___RunF,Exp_yrs,,,N,RunF,RunF,,b,1,,,single
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___RunF,Exp_yrs,,,Y,RunF,RunF,,b,1,,,single
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbF,Exp_yrs,,,N,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbF,Exp_yrs,,,Y,ClimbF,ClimbF,,b,3,,,single
Model1,m1_Exp_yrs,m1_Exp_yrs___RunM.RunF,Exp_yrs,,,N,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___RunM.RunF,Exp_yrs,,,Y,RunM.RunF,RunM,RunF,b,2,b,1,difference
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbM.ClimbF,Exp_yrs,,,N,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbM.ClimbF,Exp_yrs,,,Y,ClimbM.ClimbF,ClimbM,ClimbF,b,4,b,3,difference
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbM.RunM,Exp_yrs,,,N,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbM.RunM,Exp_yrs,,,Y,ClimbM.RunM,ClimbM,RunM,b,4,b,2,difference
Model1,m1_Exp_yrs,m1_Exp_yrs___ClimbF.RunF,Exp_yrs,,,N,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference
Model1,m1_Exp_yrs.Eth,m1_Exp_yrs.Eth___ClimbF.RunF,Exp_yrs,,,Y,ClimbF.RunF,ClimbF,RunF,b,3,b,1,difference